text,intent
je voulais savoir parce que pour une famille de 5 personnes et ça devient compliqué pour moi svp j’ai besoin d’aide,documents_resiliation
Je ne comprends pas trop ce qui se passe chez moi franchement eau sale chez moi depuis qeulques jours déjà ça me fatigue un peu et aussi vous avez uqels papiers disponibles,signaler_eau_sale
où en est ma demande de branhcement à adidogomé et aussi je voudrais installer un compteur d’eau,suivi_demande_branchement
"Bonsoir, je voulais juste comprendre quelque hcose rapidement est-ce que vous pouvez m'expliquer conseils pr une gestion efficace de l’eau depusi ce matin merci hein",conseil_consommation
franchement je veux anticiper mes dépenses pouvez-vous m’aider à simuler une fatcure d’eau et aussi bonsoir je voudrias arrêter mon contrat d’eau et j’aimerais connaître les pièces nécessaires,simulation_facture
"Salut, je voulais me renseigner sur quelque chose franchement liste des pièces à fournir pour le raccordement dans mon quartier à Lomé ça me fatigue un peu je vous remercie",documents_branchement
Franchement ça commence à m’inquiéter franchement pour une famille de 5 personnes ça me fatigue un peu merci hein,fallback
franchement l’eau sort à peine du robinet et ça devient compliqué pour ma maison pourquoi ? merci hein,signaler_basse_pression
Je suis nouveau dans la zone et j’ai quelques questions franchement vous êtes dans mon coin au niveau de mon compteur depuis un moment ça me fatigue un peu merci beaucoup,zone_couverture
je trouve ma facture d’eau trop élevée au niveau de mon secteur ici pourquoi ? pardon pour le dérangement et aussi on demande quoi pour résilier,reclamation_facture
statut de ma demande de racordement au niveau de mon compteur pourquoi ? svp et aussi,suivi_demande_branchement
Je suis nouveau dans la zone et j’ai quelques questions est-ce que vous pouvez m'expliquer l’eau ne sort plus chez moi chez moi même ici et aussi comment on peut réduire l’eau,signaler_coupure
salut je veux savoir quand je peux passer à votre agence pour ma maison pourquoi ? aidez-moi svp,horaire_agence
bonjour svp je voudrais comprendre comment se passe le branchement d’eau pour une maison afin de mieux me préparer merci,info_branchement
résilier mon abonnement pr ma maison et aussi bonjour svp je voudrais connaître tous les documents que vous proposez aux clients merci,resiliation
consommation moyenne d’eau par personne,info_consommation_moyenne
je veu resilier mon abonnement dans la zone où je viens d’emménager pourquio ?,resiliation
"Chef, y a un problème ici chez nous franchement je souhaite signaler une ufite d’eau dans mon quartier depuis ce matin je suis nouveau dans cette zone ça me fatigue un peu je compte sur vous et aussi bonjour svp mon eau a été coupée et je voudrais savoir comment faire pour la remetter merci",signaler_fuite
"Bonsoir, je voulais juste comprendre quelque chose rapidement est-ce que vs pouvez m'expliquer comment on fait pour avoir l’eau à la maison veuillez m’aider s’il vs plaît et aussi svp aidez moi je veux comprendre comment réactiver mon compteur d’eau",info_branchement
"S’il vous plaît, pouvez-vous m’aider à comprendre franchement je voudrais préparer mon dossier de résiilation pouvez-vous me donner la liste des ipèces récemment j’ai commencé à remarquer ça ça me fatigue un peu merci et aussi gerer eau maison",documents_resiliation
Depuis hier j’ai un souci chez moi est-ce que vous pouvez m'expliquer bonsoir je veux arrêter mon contrat d’eau pouvez-vous m’aider dans ma concession svp et aussi zone couverture tde,resiliation
dossier de réactivation et aussi je veux comprendre la procédure pour une maison,documents_reabonnement
C’est important pour moi d’avoir une solution est-ce que vous pouvez m'expliquer je souhaite des conseils pour mieux égrer ma consommation d’eau pour ma maison svp j’ai besoin d’aide,conseil_consommation
S’il vous plaît c’est assez urgetn dans mon cas franchement documents nécessaires pour réabonnement à la société togolaise des eaux dans la maison que je viens de louer ça me fatigue un peu,documents_reabonnement
Je viens d’emménager et je ne comprends pas encore tout je voulais savoir liste des document administratif parce que sur mon branchement actuel et ça devient compliqué pour moi merci beaucoup et aussi mettre compteur à mon nom,documents_generaux
Ça fait plusieurs jorus que j’ai un problème je voulais savoir bonjour svp l’eau coule très lentement chez moi pouvez-vous vérifier merci parce que chez moi avec ma famille et ça devient compliqué pr moi,signaler_basse_pression
Je ne comprends pas trop ce qui se passe chez moi je voulais savoir parce que depuis que je suis rentré à la maison et ça devient compliqué pour moi,demande_document
"Grand, j’ai un suoci avec ça là je voulais savoir svp aidez moi je veux préparer mon dossier pour réabonnement et savoir quels documents sont demandés parce que chez nous ici là et ça devient compliqué pr moi",documents_reabonnement
"S’il vous plaît, pouvez-vous m’aider à comprendre est-ce que vous pouvez m'expliquer l’eau ne sort pas bien dans la maison que je viens de louer pardon pour le dérangement",signaler_basse_pression
J’aimerais bien avoir des explications claires je voulais savoir je ne comprends pas ma facture parce que et ça devient compliqué pour moi je compte sur vs,reclamation_facture
Je viens d’emménager et je ne comprends pas encore tout est-ce que vous pouvez m'expliquer je ne veux plus de l’eau là chez moi pour ma maison merci hein,resiliation
Je suis vraiment fatigué de cette situation franchement je veux résilier mon abonnement pour ma maison ça me fatigue un peu svp j’ai besoin d’aide et aussi eau sale à adidogomé,resiliation
quelles sont les étapes pour avoir l’eau dans mon quartier chez moi à Adidogomé pourquoi ? je compte sur vous,info_branchement
franchement il y a une grosse fuite d’eau ça me fatigue un peu,signaler_fuite
faire une demande de raccordement sur toute l’installation dans la maison pouqruoi ? svp,demande_branchement
modifier mon abonement au niveau de mon secteur ici pourquoi ? et aussi erreur sur ma facture dans mon quartier,modification_abonnement
Je suis nouveau dans la zone et j’ai quelques questions eske que vous pouvez m'expliquer ma demande pour ma maison est à quel niveau chez moi même ici je compte sur vous et aussi,suivi_demande_branchement
"On souffre un peu ici, j’aimerais comprendre est-ce que vous pouvez m'expliquer l’eau est sale là où la pression est très faible merci",signaler_eau_sale
"Chef, y a un problème ici chez nous je voulasi savoir type de docuemnt disponible parce que et ça devient compliqué pour moi veuillez m’aider s’il vous plaît",documents_generaux
je veux asvoir quels documents vous sortez,documents_generaux
Honnêtement je suis un peu confus est-ce que vs pouvez m'expliquer horaire travail tde depuis quelques jours déjà s’il vous plaît,horaire_agence
l’eau coule partout là on est plusieurs à la maison pourquoi ? svp,signaler_fuite
donnez-moi les doucments que vs avez et aussi expliker moi votre role svp,documents_generaux
Ça fait plusieurs jours que j’ai un problème je voulais savoir demande de résiliation à la société togolaise des eaux parce que je viens juste de prendre la maison et ça devient compliqué pour moi merci hein,resiliation
je fais comment pour que l’eau revienne chez moi je rveiens au pays récemment pourquoi ?,info_reabonnement
Honnêtement je suis un peu confus est-ce que vous pouvez m'expliquer je voudrais recevoir un jsutificatif de paiement je viens d’emménager ici merci et aussi bonjour svp je voudrais savoir si je peux avoir l’eau chez moi merci,demande_document
Honnêtement je suis un peu confus est-ce que vous pouvez m'expliquer heures de travail agence je suis nouveau dans cette zone pardon pour le dérangement,horaire_agence
Franchement ça commence à m’inquiéter est-ce que vous pouvez m'expliquer consomer moin eau chez moi à Adidogomé veuillez m’aider s’il vous plaît et aussi,conseil_consommation
J’ai vraiemnt besoin d’une réponse rapide est-ce que vs pouvez m'expliquer franchement je veux tout préparer à l’avance dites-moi quels papiers sont demandés pour un branchement ça dure depuis un bon omment veuillez m’aider s’il vous platî,documents_branchement
on donne quoi pour réactiver l’eau et aussi absence d’eau dans ma zone,documents_reabonnement
je veux prévoir ma factrue,simulation_facture
je doi fournir koi pr resilier au niveau de l’installation d’eau pourquoi ? veuillez m’aider s’il vous plaît,documents_resiliation
Franchement je ne comprends pas comment ça fonctionne est-ce que vous pouvez m'expliquer kel document vous fournissez dans mon quartier à Lomé aidez-moi svp,documents_generaux
J’aimerais bien avoir des explications claires je vuolais savoir comment reprendre mon abonnement d’eau parce que depuis hier soir et ça devient compliqué pour moi,info_reabonnement
ça ne coule pas chez moi même ici pourquoi ? merci d’vaance et aussi où la tde fournit de l’eau,signaler_coupure
Honnêtement je suis un peu confus je voulais savoir svp l’eau est trouble chez moi et je ne peux pas l’utiliser parce que où l’eau est un peu sale et ça devient compliqué pour moi veuillez m’aider s’il vous platî,signaler_eau_sale
Franchement ça commence à m’inquiéter franchement bonsoir ça peut paraitre simple mais je ne comprends pas bien votre rôle est-ce que vous pouvez m’expliquer clairement ce que fait la tde societe togolaise des eaux au quotidien ça fait plusieurs jours maintenant ça me fatigue un peu je vous remercie,info_generale_tde
"Bonjour, excusez-moi de vous déranger mais j’ai une question est-ce que vous pouvez m'expliuqer il y a un problème sur ma facture là où l’eau est un peu sale merci hein et aussi l’eau sort du sol là-bas",reclamation_facture
J’ai vraiment besoin d’une réponse rapide je voulais savoir erreur sur ma facture dans mon quartier parce que pour ma maison et ça devient compliqué pour moi merci,reclamation_facture
J’ai vraiment besoin d’une réponse rapide est-ce que vous pouvez m'expliquer svp quelle est la consommation moyenne d’eau pour un foyer normal dans mon qaurtier à Lomé veuillez m’aider s’il vous plaît,info_consommation_moyenne
svp pouvez-vous me donner des astuces pour économiser l’eau dans mon foyer dans la zone où j’habite actuellement pourquoi ? emrci,conseil_consommation
Honnêtement je suis un peu confus est-ce que vous pouvez m'expliquer bonsoir je souhaite anticipre mes dépenses pouvez-vous me donner une estimation de ma facture d’eau mensuelle sur mon branchement actuel je vous remercie,simulation_facture
je souhaite avoir des informations complètes sur le processus de raccordement à l’eau dans mon quartier à Lomé pourquoi ? merci d’avance et aussi je souhaite mettre fin à mon abonnement d’eau,info_branchement
"Grand, j’ai un souic avec ça là je voulais savoir qu’est-ce qu’on demande pour un branchement parce que on est neviron 4 à utiliser l’eau et ça devient compliqué pour moi",documents_branchement
procédure pour obtenir un document administratif au niveau de mon compteur pourquoi ? merci,demande_document
"Chef, y a un problème ici chez nous je voulais savoir je veux un numéro pour vs appeler parce que nous sommes une grande famille ici et ça devient compliqué pour moi pardon pour le dérangement",contact_service_client
Je veins d’emménager et je ne comprends pas encore tout franchement je veux savoir si ça avance chez moi où la pression est très faible depuis plusieurs jours ça me fatigue un peu je vous remercie,suivi_demande_branchement
Honnêtement je suis un peu confus je voulais savoir je voudrais avoir les détails sur les pièces justificatives demandées pour un branchement d’eau parce que où l’eau ne coule presque pas et ça devient compliqué pour moi,documents_branchement
je peux installer le’au,eligibilite_branchement
consommation normale c’est combien,info_consommation_moyenne
je voulais savoir je veux une vraie réponse parce que ça fait plusieurs jours maintenant et ça devient compliqué pr moi merci hein,fallback
Je suis un peu perdu par rapport à tout ça franchement svp je voudrais arrêter mon contrat d’eau pouvez-vous m’aider dans la maison que je viens de louer ça me fatigue un peu merci beaucoup,resiliation
Je vous écris pr avoir des informations précises est-ce que vous pouvez m'expliquer liste des documents que je peux demander dans mon quartier je viens juste de prendre la maison et aussi expliquez moi comment fonctionne le raccordement à l’eau,documents_generaux
svp aidez moi je veux comprendre toute la prcoédure pour avoir l’eau à domiicle pourquoi ? pardon pour le dérangement et aussi liste des document administratif,info_branchement
salut je veux juste comprendre les éatpes pour avoir l’eau chez moi avant de faire une demande où on a souvent des coupures pourquoi ?,info_branchement
C’est important pour moi d’vaoir une solution est-ce que vs pouvez m'expliquer je passe à quelle heure où l’eau ne coule presque pas veuillez m’aider s’il vous plaît et aussi je voudrais entamer une procédure pour avoir l’eau à domicile dans mon foyer,horaire_agence
moyenne consommation eau dans mon foyer pourquoi ? aidez-moi svp,info_consommation_moyenne
on donne quoi pr réactiver l’eau,documents_reabonnement
bonjour je voudrais comprendre comment sont appliqués les tarifs de l’eau potable et combien cela peut me coûter par mois dans ma maison,info_tarif
Depuis hier j’ai un souci chez moi est-ce que vous pouvez m'expliquer quelle est la procédure pr remettre l’eau ça dure depuis un bon moment merci d’avance,info_reabonnement
S’il vs plaît c’est assez urgent dans mon cas est-ce que vous pouvez m'expliquer on prend combien d’eau par mois dans mon quartier à Lomé merci hein,info_consommation_moyenne
Je suis vraiment fatigué de cette situation je voulais savoir quels paipers pour reprenrde l’eau dans mon foyer parce que dans ma zone de résidence et ça devient compliqué pour moi mreci d’avance,documents_reabonnement
svp une canalisation semble cassée et l’eau coule en continu dans la rue,signaler_fuite
Je suis un peu pedru par rapport à tout ça est-ce que vs pouvez m'expliquer moyenne eau à adidogomé au niveau de mon setceur ici merci hein et asusi l’eau ne vient pas bien,info_consommation_moyenne
Depuis hier j’ai un souci chez moi je voulais savoir c'est quoi la société togolaise des eaux parce que et ça devient compliqué pour moi pardon pour le dérangement et aussi joindre un agent,info_generale_tde
C’est important pour moi d’avoir une soluiton franchement je veux voir la liste de tous les documents disponibles dans mon quartier à Lomé ça me fatigue un peu svp j’ai besion d’aide,documents_generaux
svp aidez moi je veux obtenir un document concernant mon abonnement,demande_document
"Salut, je voulais me renseigner sur quelque chose je voulais saovir franchement je veux savoir si je peux avoir le’au ici avant de faire une demande parce que je viens juste de prendre la maison et ça devient compliqué pour moi veuillez m’aider s’il vous plaît",eligibilite_branchement
"Chef, y a un problème ici chez nous franchement expliquez moi votre rôle où l’eau est un peu sale ça me fatigeu un peu je ocmpte sur vous",info_generale_tde
J’aimerais bien avoir des explications claires eske que vous pouvez 'mexpliquer zones desservies par la société togolaise des eaux au niveau de mon compteur depuis un moment merci beaucoup,zone_couverture
le’au est bizarre depuis quelques jours déjà pourquoi ? merci beaucoup,signaler_eau_sale
C’est important pour moi d’avoir une solution franchement ça me fatigue un peu veuillez m’aider s’il vs plaît,documents_branchement
Ça fait plusieurs jours que j’ai un problème est-ec que vous pouvez m'expliquer bonjour svp je souhaite résilier mon abonnement d’eau pouvez-vous me dire quesl documents fournir merci dans la maison que je viens de louer merci,documents_resiliation
"Grand, j’ai un souci avec ça là franchement pouvez-vous m’expliquer les étapes du raccordement dans notre quartier ici à Tokoin ça me fatigue un peu merci d’avance",info_branchement
"Svp, j’ai un petit souci et je ne sais pas quoi faire est-ce que vous pouvez m'expliquer je comprends pas au niveau de l’installation d’eau je vs remercie et aussi y a-t-il de l’eau dans ma zone",fallback
Je suis un peu perdu par rapport à tout ça francheemnt je fais comment pour que l’eau revienne chez moi depuis que je suis rentré à la maison ça me fatigue un peu s’il vous plaît,info_reabonnement
Je suis vraiment fatigué de ectte situation je voulais savoir comment consommer moins d’eau parce que depuis hier soir et ça devient compliqué pour moi veuillez m’aider s’il vs plaît et aussi quelles sont les étapes pour une remise en servcie de l’eau,conseil_consommation
je veux connaître les prix de l’eau sur toute l’installation dans la masion poruquoi ? veuillez m’aider s’il vous plaît,info_tarif
Ça fait plusieurs jours que j’ai un problmèe je vuolais savoir l’eau est complètement coupée prace que où la pression est très fiable et ça devient compliqué pour moi,signaler_coupure
bonjour je souhaite résilier mon abonnement d’eau car je ne suis plus sur place,resiliation
bonjour svp il n’y a pas d’eau chez moi depuis ce matin pouvez-vous vérifier mreci au niveau de mon compteur pourquoi ? je vous remercie et aussi procédure de raccordement,signaler_coupure
"Salut, je voulais me renseigner sur quelque chose franchement quels documents pour résilier mon abonnement à adidogomé je suis nouveau dans cette zone ça me faitgue un peu et aussi combien d’eau une maison utilise par mois",documents_resiliation
c’est quels papiers qu’il faut pour le branchement et aussi vos prix d’eau là c’est comment,documents_branchement
l’eau sort petit petit je viens juste de prendre la maison pourquoi ? merci d’avance et aussi quels papiers fournir à la tde pour arrêter mon contrat,signaler_basse_pression
quels sont vos horaires et aussi il y a un problème sur ma facture là,horaire_agence
"Salut, je voulais me renseigner sur quelque chose franchement comment faire pour ne pas trop utiliser l’eau au niveau de mon secteur ici ça me fatigue un peu merci beaucoup",conseil_consommation
on peut changer le nom du compteur et aussi franchement ça fuit beaucoup et l’eau se perd inutilement,modification_abonnement
est-ce que vous pouvez m'expliquer bonjour svp mon eau a été coupée et je voudrais savoir comment faire pour la remettre merci au niveau de mon compteur depuis un moment je vs remercie,info_reabonnement
quels sont les documents que vous mettez à disposition dans ma nouvelle maison pourquoi ?,documents_generaux
je voulais savoir commnet faire pour avoir l’eau chez moi parce que au niveau de mon secteur ici et ça deveint compliqué pour moi je compte sur vous,info_branchement
leau sort faiblement je reviens au pays récemment pourquoi ? et aussi bjr je voudrais comprendre comment sont appliqués les tarifs de l’eau potable et combien cela peut me coûter par mois dans ma maison,signaler_basse_pression
Franchement je ne comprends pas comment ça fonctionne franchement je voudrais savoir pourquoi l’eau est de mauvaise qualité chez moi au niveau de mon secteur ici ça me fatigue un peu svp j’ai besoin d’aide et aussi franchement je veux connaître vos horaires de travail,signaler_eau_sale
Ça fait plusieurs jours que j’ai un problème je voualis savoir je voudaris apprendre à utiliser l’eau de manière plus efficace parce que dans ma zone de résidence et ça devient compliqué pour moi svp,conseil_consommation
comment avoir ce odcument et aussi je souhaite signaler un problème de qualité de l’eau dans mon quartier,demande_document
je veux installer l’eau via la société togolaise des eaux dans notre quartier ici à Tokoin pourquoi ? et aussi bonjour il y a une fuite d’aeu importante devant chez moi pouvez-vous intervenir,demande_branchement
je voulais savoir je comprends rien parce que chez moi où la pression est très faible depuis plusieurs jours et ça devient compliqué pour moi,fallback
Je suis vraiment fatigué de cette situation est-ce que vous pouvez m'expliquer quesl sont les tarifs de la tde dans mon quartier à Lomé merci beaucoup,info_tarif
tu peux expliquer encore,fallback
bonjour je voudrais savoir comment réduire ma consommation d’eau chez moi dans un foyer avec plusieurs enfants poruquoi ? svp,conseil_consommation
"S’il vous plaît, pouvez-vous m’aider à comprendre je voulais savoir je souhaite obtenir des conseils pour optimiser ma consommation d’eau parce que dans la zone où j’habite actuellement et ça devient compliqué pour moi pardon pour le dérangement et aussi je ne comprends pas ma facture",conseil_consommation
Depuis hier j’ai un osuci chez moi franchement vous êtes ouverts où l’eau ne coule presque pas ça me fatigue un peu je compte sur vous,horaire_agence
Je vous écris pour avoir des informations précises je voulais savoir où en est ma demande de branchement à adidogomé parce que ça fait plusieurs jours maintenant et ça devient compliqué pour moi et aussi,suivi_demande_branchement
l’eau est bizarre dans mon quartier à Lomé pourquoi ? aidez-moi svp et aussi arrêter mon contrat d’eau,signaler_eau_sale
Ça devient compliqué pour moi en ce moment est-ce que vs pouvez m'expliquer réduire ma facture d’eau ça dure depuis un bon moment svp,conseil_consommation
,fallback
pourquoi je paie autant pour l’eau,info_tarif
ça fuit fort dans la rue pour une famille de 5 personnes pourquoi ? s’il vous plaît,signaler_fuite
"Bonsoir, je vous contacte parce que j’ai une préoccupation je voulais savoir quels justificatifs fournir pour une réactivation de compteur parce que dans ma concession et ça devient compliqué pour moi mecri hein",documents_reabonnement
"Grand, j’ai un souci avec ça là est-ce que vous pouvez m'expliquer combien je peut payer environ dans mon quartier à Lomé et aussi vous avez exagéré sur ma facture",simulation_facture
je voulais savoir pièces pr arrêter le contrat parce que on est environ 4 à utiliser l’eau et ça devient compliqué pour moi,documents_resiliation
o disponible dans ma zone,zone_couverture
Je suis vraiment fatigué de cette situation je voulais savoir quantite eau par mois parce que chez nous dans le quartier et ça devient compliqué pour moi pardon pour le dérangement,info_consommation_moyenne
Je vs écris pr avoir des niformations précises je voulais savoir une fuite est en train de couler parce que dans un foyer avec lpusieurs enfants et ça devient copmliqué pour moi je compte sur vs,signaler_fuite
J’aimerais bien avoir des explications claires je voulais savoir franchement je veux anticiper mes dépenses pouvez-vous m’aider à simuler une facture d’aeu parce que où on a souvent des coupures et ça devient compliqué pour moi je compte sur vous,simulation_facture
Depuis hier j’ai un souci chez moi franchement ça ne correspond pas chez moi même ici ça me fatigue un peu merci d’avanec,reclamation_facture
Honnêtement je suis un peu confus franchement horaires agence proche de moi je viens d’emménager ici ça me fatigue un peu veuillez m’aider s’il vous plaît,horaire_agence
Depuis hier j’ai un souci chez moi je voulais savoir je veux comprendre les démarches pour avoir l’eau parce que pour ma maison et ça devient compliqué pr moi s’il vous plaît,info_branchement
statut de ma demande de racordement où l’eau est un peu sale pourquoi ? et aussi bonjour svp je voudrais savoir si je peux avoir l’eau chez moi merci,suivi_demande_branchement
franchement possibilité de raccordement au réseau de la société togolaise des eaux dans la maison que je viens de louer ça me fatigue un peu aidez-moi svp,eligibilite_branchement
Depuis hier j’ai un souic chez moi est-ce que vous pouvez m'expliquer salut j’aimerais avoir une explication complète sur votre société notamment vos missions vos services et votre importance pour la population chez moi même ici merci hein,info_generale_tde
liste complète des documents pour un réabonnement,documents_reabonnement
eau qui fuit dans mon quartier au niveau de mon compteur pourquoi ? je vous remercie,signaler_fuite
S’il vous plaît c’est assez urgent dans mon cas est-ce que vous pouvez m'expliquer salut l’eau est coupée chez moi pouvez-vous m’aider chez nous dans le quartier aidez-moi svp,signaler_coupure
simulation facture deau svp dans notre quartier ici à Tokoin pourquoi ? svp,simulation_facture
Ça devient compliqué pour moi en ce moment est-ce que vous pouvez m'expliquer suivre ma demande de branchement ça dure depuis un bon moment pardon pour le dérangement,suivi_demande_branchement
je ne vois pas,fallback
S’il vous plaît c’est assez urgent dans mon cas est-ce que vous pouvez m'expliquer consommation myoenne d’une famille chez nous ici là veuillez m’aider s’il vous plaît et aussi couverture dans mon quartier,info_consommation_moyenne
Honnêtement je suis un peu confus je voulais savoir consommation moyenne d’eau par habitant parce que récemment j’ai commnecé à remarquer ça et ça devient compliqué pour moi je vous remercie,info_consommation_moyenne
"Grand, j’ai un souci avec ça là je voulais savoir je comprends toujours pas parce que depuis hier soir et ça devient compliqué pour moi merci beaucoup",fallback
je voulais savoir comment fonctionne un branchement d’eau parce que dans mon coin ici et ça devient compliqué pour moi,info_branchement
Je viens d’emménager et je ne comprends pas encore tout est-ce que vous pouvez m'expliquer l’eau ne donne pas confiance je compte sur vous,signaler_eau_sale
"Garnd, j’ai un souci avec ça là est-ce que vs pouvez m'expliquer vous avez exagéré sur ma facture dans ma zone de résidence merci hein",reclamation_facture
"Svp, j’ai un peitt souci et je ne sais pas quoi faire je voulais savoir je dois amener kwa comme documents pour avoir l’eau parce que je viens d’emménager ici et ça devient compliqué pour moi svp j’ai besoin d’aide",documents_branchement
"S’il vous plaît, pouvezv-ous m’aider à comprendre je voulais savoir mauvaise qualité d’eau à la société togolaise des eaux parce que je viens juste de prendre la maison et ça devient compliqué pour moi pardon pour le dérangement",signaler_eau_sale
franchement je veux savoir si je peux avoir l’eau ici avant de faire une demande dans la zone où je viens d’emménager pourquoi ? veuillez m’aider s’il vous plaît,eligibilite_branchement
Depuis hier j’ai un souci chez moi est-ce que vs pouvez m'expliquer quleles sont les pièces justificatives demandées pr un branchement dans mon foyer s’il vous plaît,documents_branchement
eske que vous pouvez m'expliquer le robinet coule à peine depuis hier soir svp et aussi ma zone est couvert eau,signaler_basse_pression
franchement j’ai besoin d’un contact pour vs joindre rapidement dans un foyer avec plusieurs enfants pourquoi ? merci beaucoup,contact_service_client
Franchement ça commence à m’inquiéter je voulais savoir je veux un numéro pour vous appeler parce que pour ma maison et ça devient compliqué pour moi aidez-moi svp,contact_service_client
"Bonjour, j’aurais besoin d’un renseignement s’il vs plaît franchement je veu avoir leau a domiclie depuis quelques jours déjà ça me fatigue un peu merci hein",demande_branchement
je souhaite avoir des informations complètes sur le procsesus de raccordement à l’eau,info_branchement
franchement expliquez moi comment fonctionne le raccordemetn à l’eau où l’eau ne coule presque pas ça me fatigue un peu merci,info_branchement
"Bonsoir, je vous contacte parce que j’ai une préoccupation je voulais savoir ça fuit fort dans la rue parce que où la pression est très faible et ça devient compliqué pour moi merci hein",signaler_fuite
consommation moyenne d’une famille au niveau de mon compteur pourquoi ? s’il vous plaît,info_consommation_moyenne
montant facture pa normal au niveau de mon compteur depuis un moment pourquoi ? et aussi expliquez moi la société togolaise des eaux,reclamation_facture
S’il vous plaît c’est assez urgent dans mon cas je voulais asvoir parce que dans ma nouvelle maison et ça devient compliqué pour moi aidez-moi svp,documents_reabonnement
franchement comment remettre l’eau chez moi à adidogomé après coupure où la pression est très faible ça me fatigue un peu merci d’avance,info_reabonnement
Je vous écris pour avoir des informations précises est-ce que vs pouvez m'expliquer franchement ma facture est élevée je veux savoir commnet consommer moins d’eau récemment j’ai commencé à remarquer ça merci et aussi franchement ça fuit beaucoup et l’eau se perd inutilement,conseil_consommation
eau sale qui sort du robinet,signaler_eau_sale
Je vous écris pour avoir des informations précises je voulais savoir je veux connaître le statut de ma demande parce que dans ma maison avec ma famille depuis hier et ça devient compliqué pour moi et aussi je veux un justificatif délivré par la tde,suivi_demande_branchement
je peux avoir l’eau chez moi avec la société togolaise des eaux et aussi combien je vai payer pour leau,eligibilite_branchement
Franchement ça commence à m’inquiéter franchement problème d’approvisionnement en eau nous sommes une grande famille ici ça me ftaigue un peu merci hein et aussi quartier desservi o,signaler_coupure
Je suis nouveau dans la zone et j’ai quelques questions franchement combien je risque de payer pour ma consommation d’eau où la pression est très faible ça me fatigue un peu merci,simulation_facture
"Bojnour, excusez-moi de vous déranger mais j’ai une question est-ce que vous pouvez me'xpliquer piece pour arreter contrat ça dure depuis un bon moment svp",documents_resiliation
"Bonsoir, je vous contacte parce que j’ai une préoccupation je voulais savoir bonsoir je souhaite avoir des informations détalilées sur la procédure de raccordement à l’eau potable parce que on est plusieurs à la maison et ça devient compliqué pour moi svp j’ai besoin d’aide",info_branchement
bonsoir combien d’eau une famille utilise en moyenne par mois,info_consommation_moyenne
fermez mon compteur pour moi ça dure edpuis un bon moment pourquoi ? merci hein et aussi salut je veux transférer l’abonnement à mon nom car j’occupe maintenant la maison,resiliation
Franchement ça commence à m’inquiéter est-ce que vous pouvez m'expliquer installer un compteur chez moi au niveau de mon compteur depuis un moment et aussi puis-je avoir l’eau à mon domicile,demande_branchement
comment reprendre mon abonnement d’eau,info_reabonnement
pour brancher l’eau là on demande quels papiers,documents_branchement
horaires agence tde et aussi on paie l’eau comment chez vous,horaire_agence
Je vs écris pour avoir des informations précises je voulais savoir franchement avant de faire une demande je veux voir tous les documents disponibles aprce que je viens d’emménager ici et ça devient compliqué pour moi je vous remercie,documents_generaux
j’ai pas cmopris hein,fallback
"Salut, je voulais me renseigner sur quelque chose franchement combien je vais payer pour une famille de 5 personnes ça me fatigue un peu aidez-moi svp et aussi joindre la tde",simulation_facture
