text,intent
franchement je ne comprends pas comment ça fonctionne est ce que vous pouvez m expliquer bonjour je voudrais obtenir un document officiel concernant mon abonnement d eau je viens d emménager ici aidez moi svp,demande_document
liste des documents que je peux demander dans mon quartier,documents_branchement
par rapport à mon abonnement actuel pourquoi,documents_resiliation
honnêtement je suis un peu confus est ce que vous pouvze m expliquer quels sont les documents que je peux demander où l eau est un peu sale svp,documents_branchement
liste des pièces demandées par la société togolaise des eaux pour remettre l eau,documents_branchement
combien coûte l eau pour une utilisation normale,info_tarif
je veu mabonner a leau,demande_abonnement
saltu je voulais me renseigner sur quelque chose est ce que vous pouvez m expliquer où en est ma demande faite pr mon terrain je compte sur vs,suivi_demande_branchement
edpuis hier j ai un souci chez moi franchement svp je ne comprends pas cmoment vous calculez les tarifs de l eau chez moi pouvez vous m expliqeur clairement où l eau est un peu sale ça me fatigue un peu s il vous plaît,info_tarif
problème de qualité d eau avec la société togolaise des eaux,signaler_eau_sale
problème de coupure d eua avec la société togolaise des eaux dans mon quartier à lomé depuis quelques jours pourquoi svp j ai besoin d aide,signaler_coupure
salut je veux savoir quand je peux passer à votre agence,horaire_agence
je veux savoir comment obtenir un abonnement d eau,demande_abonnement
chef y a un problème ici chez nous est ce que vous pouvez m expliquer quels papiers fournir à la tde pr avoir l eau au niveau de mon compteur,info_generale_tde
bonjour je voudrais obtenir un document officiel concernant mon abonnement d eau,demande_document
ça fait plusieurs jours que j ai un problème est ce que vous pouvez m expliquer donnez moi des astuces pour l eau dans mon coin ici mreci,conseil_consommation
je veu vous joinder coment depuis quelques juors déjà pourquoi je vous remercie,contact_service_client
est ce que vous pouvez m expliquer je veux comprendre pourquoi ma facture est élevée je reviens au pays récemment je compte sur vous,reclamation_facture
on souffre un peu ici j aimerais comprendre est ce que vous pouvez m expliquer changer nom compteur eau ça fait plusieurs jorus maintenant merci,modification_abonnement
c est important pr moi d avior une solution est ce que vous pouvez m expliquer l eau a une mauvaise qualité où la pression est très faible svp j ai bseoin d aide,signaler_eau_sale
comment se passe le branchement,demande_branchement
s il vs plaît c est assez urgent dans mon cas est ce que vs pouvez m expliquer quels papiers il faut déposer pour stopper l abonnement depuis ce matin je compte sur vous,documents_resiliation
j aimerais bien avoir des explications claires franchement je souhaite avoir une idée claire du coût de l eau pr une consommation normale dans un foyer dans la zone où j habite actuelelment ça me fatigue un peu je compte sur vous,info_tarif
est ce que vs pouvez m expliquer chez nous ici là merci hein,fallback
réduire ma facture d eau au niveau de mon compteur depuis un moment pourquoi s il vous plaît,info_tarif
je suis un peu perdu par rapport à tout ça est ce que vs pouvez m expliquer bonjour svp ma facture d aeu est trop élevée pouvez vous vérifier merci où l eau est un peu sale je compet sur vs,reclamation_facture
salut je veux savoir quels documents je peux obtenir auprès de vs,documents_branchement
je ve souscrir un contra deau,demande_abonnement
je veux savoir quels documents vous sortez,documents_branchement
comment on fait pour avoir l eau à la maison depuis ce matin pourquoi svp,info_branchement
je dmeande la résiliation de mon contrat,documents_resiliation
ça devient compliqué pour moi en ce moment franchement comment fonctionne un branchement d eau ça me fatigue un peu je compte sur vous,demande_branchement
on souffre un peu ici j aimerais comprendre franchement canalisation cassée à lomé pour ma maison ça me fatigue un peu s il vous plaît,signaler_fuite
liste copmlète des documents accessibles aux clients récemment j ai commencé à remarquer ça pourquoi svp,documents_branchement
j aimerais bien avoir des explications cliares franchement quelle est la procédure pr remettre l eua chez moi à adidogomé depuis ce matin ça me fatigue un peu veuillez m aider s il vous plaît,info_branchement
problème de qualité de l eau distribuée pour mon habitation principale pourquoi veuillez m aider s il vs plaît,signaler_eau_sale
montant de facture incorrect,info_tarif
je ne veux pas des informations gnéérales je veux un numéro pr vous appeler,contact_service_client
s il vs plaît c est assez urgent dans mon cas franchement salut j ai besoin d eau chez moi maintenant je veux asvoir comment faire une demande de raccordement sur toute l installation dans la maison ça me fatigue un peu,demande_branchement
demande de changement de titulaire du compteur,modification_abonnement
franchement ça commence à m inquiéter franchement pour une consommation moyenne combien coûte la facture d eau chez moi où la pressoin est très faible depuis plusieurs jours ça me fatigue un peu,info_tarif
je veux changer le nom sur le compteur,modification_abonnement
est ce que vous pouvez m expliquer comment faire pour entrer en contact avec vous pour une famille de 5 personnes,contact_service_client
je peux vous joindre comment rapidement,contact_service_client
bonsoir je veux récupérer ma facture d eau pouvez vous m aider pourquoi je vous remercie,info_tarif
je veu apel un agent dans mon quartier à lomé depuis quelques jours pourquoi,zone_couverture
documents nécessaires pour rouvrir mon abonnement nous sommes une grande famille ici pourquoi merci hein,documents_branchement
je veux qu on couep mon eau,resiliation
s il vous plaît pouvez vous m aider à comprendre est ce que vs pouvez m expliqeur bonsori on n a plus d eau dans notre quariter depuis plusieurs heures chez moi même ici,horaire_agence
comment faire pour utiliser moisn d eau je viens d emménager ici pourquoi merci d avance,conseil_consommation
franchement demande de document à la société togolaise des eaux sur toute l isntallation dans la maison ça me fatigue un peu merci hein,demande_document
je suis vraiment fatigué de cette situation franchement est ce que vous avez commencé ma demande je reviens au pays récemment ça me fatigue un peu je vous remercie,suivi_demande_branchement
je voudrais entamer une procédure pour avoir l eau à domicile dans mon foyer où l eau est un peu sale pourquoi aidez moi svp,info_branchement
je veu brancher leau chez moi,demande_branchement
je ne comprends pas trop ce qui se passe chez moi es tce que vous pouvez m expliquer à peu près ça revient à combien sur toute l installation dans la maison je vous remercie,simulation_facture
qu est ce qu no demande pour un branchement ça dure depuis un bon moment pourquoi aidez moi svp,demande_branchement
quels papiers il faut déposer pour avoir l eau,documents_branchement
où puis je vs trouver physiquement je viens d emménager ici pourquoi veuillez m aider s il vous plaît,contact_service_client
je veux voir la liste de tous les documents disponibles,documents_branchement
quels documents pour réactiver l eau chez moi à adidogomé chez nous ici là pourquoi merci hein,documents_branchement
quelles sont les pièces justificatives pour une résiliation d abonnement,documents_branchement
honnêtement je suis un peu confus franchement je reviens au pays récemment ça me fatigue un peu,info_reabonnement
salut je voulais me renseigner sur quelque chose est ce que vous pouvez m expliquer présence de la tde dans mon quartier chez nous dans le quartier pardon pr le dérangement,info_generale_tde
depuis hier j ai un souci chez moi set ce que vous pouvez m expliquer l eau est partie dans mon foyre aidez moi svp,signaler_coupure
bonjour j aurais besoin d un renseignement s il vous plaît franchement franchement je veux savoir si on peut avoir de l eau dans mon quartier ça fait plusieurs juors maintenant ça me fatigue un peu svp j ai besoin d aide,zone_couverture
honnêtement je suis un peu confus franchement on consomme combien d eau ça me fatigue un peu,info_consommation_moyenne
le robinet donne eptit débit,signaler_basse_pression
honnêtement je suis un peu confus franchement par rapport à mon abonnement actuel ça me fatigue un peu,signaler_coupure
honnêtement je suis un peu confus est ce que vous pouvez m expliquer pouvez vous me dire l état d avancement de mon dossier où la pression est très faible merci,documents_branchement
je veux récupérer un document dans la maison que je viens de louer pourquoi merci d avance,demande_document
ça ne coule plus du tout,signaler_coupure
bonsoir je voulais juste comprendre quelque chose rapidement est ce que vous pouvez m expliquer salut je veux juste comprendre les étapes pour avoir l eau chez moi avant de faire une demande depuis ce matin svp j ai besoin d aide,info_branchement
je veu mabonner a leau,demande_abonnement
on souffre un peu ici j aimerais comprendre franchement svp aidez moi je veux savoir si mon dossier de branchement est en cours de traitement pr ma maison ça me fatigue un peu svp j ai besoin d aide,demande_branchement
ça coule doucement chez moi,signaler_basse_pression
quels documents sont disponibles pr les abonnés où l eau ne coule presque pas pourqoui svp,documents_branchement
c est important pour moi d avoir une solution eske que vous pouvez m expliquer je voudrais préparer mon dossier de résiliation pouvez vous me donner la litse des pièces où l eau est un peu sale,documents_branchement
je veux commnecer à payer l eau à mon nom,demande_abonnement
tde couvre ma zone,info_generale_tde
bonsoir ça peut paraitre simple mais je ne comprends pas bien votre rôle est ce que vous pouvez m expliquer clairement ce que fait la tde soceite togolaise des eaux au quotidien sur mon branchement actuel pourquoi je compte sur vs,info_generale_tde
je veux saovir si mon branchement est en cours,demande_branchement
y a l eau chez nous avec la tde dans mon quartier à lomé pourquoi merci d avance,info_generale_tde
ça devient compliqué pour moi en ce moment eske que vous pouvez m expliquer canalisation cassée à lomé chez moi même ici svp,signaler_fuite
je souhaite contester ma facture d eau,info_tarif
franchement je comprends rien chez nous ici là pourquoi svp,fallback
c est quels papiers qu il faut pour le branchement,demande_branchement
chef y a un problème ici chez nous franchement comment fonctionne un branchement d eau au niveau de mon compteur ça me fatigue un peu merci beaucoup,demande_branchement
ça devient compliqué pour moi en ce moment est ce que vous pouvez m expliquer liste des pièces demandées par la société togolaise des eaux pour remettre l eau depuis que je suis rentré à la maison svp j ai besoin d aide,documents_branchement
bonjour l eau coule très lentement chez moi pouvez vous vérifier la prsesion je suis nouveau dans cette zone pourquoi je vous reemrcie,zone_couverture
franchement je veu savoir comen leau devien potable au niveau de mon compteur depuis un moment ça me fatigue un peu,info_generale_tde
svp quelle est la consommation moyenne d eau pour un foyer normal pour ma maison pourquoi je vous remercie,info_consommation_moyenne
depuis que je suis rentré à la maison pourquoi je vous remercie,horaire_agence
franchement je veux connaître vos horaires de travail depuis hier soir pourquoi s il vous plaît,horaire_agence
j aimerais bien avoir des explications claires franchement de quels documents ai je besoin pr reprendre l eau chez moi à adidogomé depuis ce matin ça me fatigue un peu pardon pour le dérangement,documents_branchement
je veux savoir à peu près combien ça va coûter,info_tarif
comment se passe le branchement à la tde dans ma concession pourquoi merci hein,info_generale_tde
s il vous plaît c est assez urgent dans mon cas est ce que vous pouvez m expliquer vs faites comment pour envoyer l eau dans les maisons pour une famille de 5 personnes merci beaucoup,info_generale_tde
l eau sort du sol,signaler_fuite
svp j ai besoin de parler à quelqu un du service client pouvez vous me donner un numéro,contact_service_client
franchement consomer moin o dans mon quartier à lomé depuis quelques jorus ça me fatigue un peu je compte sur vous,zone_couverture
l eau est complètement coupée chez nous dans le quartier pourquoi,zone_couverture
bonjour j aurais besoin d un renseignement s il vous plaît franchement hein koi dans la zone où j habite actuellement ça me fatigue un peu merci d avance,zone_couverture
je veux mettre l eau sur mon nom là je reviens au pays récemment pourquoi svp,demande_abonnement
je souhaite mettre fin à mon contrat d eau,resiliation
c est important pour moi d avoir une soultion est ce que vous pouvez m expliquer documents nécessaires pour avoir l eau je suis nouveau dans cette zone je compte sur vous,documents_branchement
c est comment ça,fallback
franchement ça commence à m inquiéter est ce que vous pouvez m expliquer on peut avoir l eau ici dans ma nouvelle maison merci,zone_couverture
chef y a un probèlme ici chez nous est ce que vous pouvez m expliquer resiliation compteur eau ça dure depuis un bon mometn merci,resiliation
chef y a un problème ici chez nous est ce que vous pouvez m expliquer chez moi même ici je compte sur vous,info_generale_tde
éligibilité au branhcement avec la tde chez moi à adidogomé depuis ce matin opurquoi svp,info_generale_tde
comment sont fixés les prix de l eau,info_tarif
chez nous dans le quartier pourquoi s il vous plaît,zone_couverture
salut je voulais me renseigner sur quelque chose est ce que vous pouvez m expliquer arrêter mon contrat d eau dans mon foyer je compte sur vous,resiliation
liste des pèices pour remettre l eau en service,documents_reabonnement
je veux mettre à jour mon abonnement,modification_abonnement
je vous écris pour avoir des informations précises franchement o sale robinet pour mon habitation principale ça me fatigue un peu merci hein,signaler_eau_sale
franchement je ne comprends pas comment ça fonctionne franchement expliquez moi les tarifs appliqués par la société togolaise des eaux chez nous ici là ça me fatigue un peu aidez moi svp,info_tarif
consommation myoenne à lomé,info_consommation_moyenne
chez moi même ici pourquoi merci beaucoup,zone_couverture
bonjour j aurais besoin d un renseignement s il vous plaît franchement est ce que la tde couvre mon quartier nous sommes une graned famille ici ça me fatigue un peu svp,info_generale_tde
facture anormale chez nous dans le quartier pourquoi merci beaucoup,info_tarif
grand j ai un souci avec ça là est ce que vous pouvez m expliquer comment faire pour m abonner à l eau sur mon branchement actuel merci beaucoup,demande_branchement
on ne peut pas boire cette eau,signaler_eau_sale
je veux prendre un papier chez vous,demande_document
franchement ça commence à m inquiéter est ce que vous pouvez m expliquer combien d eau consomme une famille svp,info_consommation_moyenne
pièces pour arêrter le ocntrat pourquoi merci d avnace,documents_branchement
depuis hier j ai un souci chez moi franchement tuyau cassé près de chez moi ça dure depuis un bon moment ça me fatigue un peu merci d avance,signaler_fuite
mauvaise qualité d eau à la société togolaise des eaux je viens d emménager ici pourquoi,signaler_eau_sale
je veux appeler un agent,contact_service_client
franchement je ne comprends pas comment ça fonctionne franchement incident lié à la qualité de l eau où l eau ne coule presque pas ça me fatigue un peu svp j ai besoin d aide,signaler_eau_sale
honnêtement je suis un peu confus est ce que vous pouvez m expliquer optimiser l eau pour une famille de 5 personnes je reviens au pays récemment svp j ai besoin d aide,conseil_consommation
je ne comprends pas trop ce qui se passe chez moi franchement je veux activer un abonnement d eau dans mon logement dans ma concession ça me fatigue un peu,demande_abonnement
je veux venir à votre bureau,contact_service_client
s il vous plaît c est assez urgent dans mon cas franchement je souhaite faire une demande de document administratif sur toute l installation dans la maison ça me fatigue un peu s il vous plaît,documents_generaux
je suis vraiment fatigué de cette situation est ce que vous pouvez m expliquer tuyau percer o chez nous dans le quartier,zone_couverture
je vous écris pour avoir des informations précises franchmeent je veux passer à votre agence pour un renseignement où la pression est très faible ça me fatigue un peu merci d avance,contact_service_client
on souffre un peu ici j aimerais comprendre franchement on dit tde tde mais vous faites quoi concrètement dans mon foyer ça me fatigue un peu merci hein,info_generale_tde
procédure de modification d abonnement,info_branchement
