text,intent
"Grand, j’ai un souci avec ça là est-ce que vous pouvez m'expliquer si on est 4 à la maison combien on peut payer dans notre quartier ici à Tokoin",simulation_facture
Je suis un peu perdu par rapport à tout ça est-ce que vous pouvez m'expliquer explike encor au niveau de mon compteur depuis un moment merci,fallback
"Grand, j’ai un souci avec ça là je voulais savoir quelle est la procédure de réabonnement après coupure parce que depuis hier soir et ça devient compliqué pour moi",info_reabonnement
Franchement je ne comprends pas comment ça fonctionne je voulais savoir il y a une fuite d’eau parce que depuis hier soir et ça devient compliqué pour moi merci beaucoup,signaler_fuite
je veux commencer les démarches pour avoir l’eau,demande_branchement
Franchement je ne comprends pas comment ça fonctionne franchement svp aidez moi je veux entamer une demande de branchement pr ma maison dans mon quartier ça me fatigue un peu svp,demande_branchement
Je suis vraiment fatigué de cette situation franchement donnez-moi la liste des documents administratifs chez nous ici là ça me fatigue un peu veuillez m’aider s’il vs plaît et aussi quelles sont les étapes pour avoir l’eau dans mon quartier,documents_generaux
quels documents pour résiliation à la tde je viens juste de prendre la maison opurquoi ? veuillez m’aider s’il vous plaît,documents_resiliation
je peux installer un compteru ici dans ma nouvelle maison pourquoi ? je vous remercie,eligibilite_branchement
Je suis un peu perdu par rapport à tout ça franchement comment éviter de gaspiller l’eau où on a souvent des coupures ça me fatigue un peu et aussi eau trouble,conseil_consommation
"Chef, y a un problème ici chez nous je voulais savoir je souhaite signaler un problème de qualité de l’eau dans mon quartier parce que pour mon habitation principale et ça devient compliqué pour moi merci beaucoup et aussi modifier mon abonnement",signaler_eau_sale
Ça fait plusieurs jours que j’ai un problème je voulais savoir vous donnez quesl papiers aux clients parce que dans mon quartier à Lomé depuis quelques jours et ça devient compliqué pour moi merci beaucoup,documents_generaux
Franchement ça commence à m’inquiéter est-ce que vous pouvez m'expliquer je souhaite connaître les horaires d’ouverture des agences au nvieau de mon compteur s’il vous palît et aussi pression faible dans mon quartier,horaire_agence
,eligibilite_branchement
"Svp, j’ai un petit souci et je ne sais pas quoi faire est-ce que vous pouvez m'expliquer combien je vais payer pour une famille de 5 personnes à lomé où l’eau est un peu sale svp",simulation_facture
je veux prendre un papier chez vous,demande_document
changer les informations de mon compteur dans mon foyer et aussi liste complète des documents pour un réabonnement,modification_abonnement
"Svp, j’ai un petit souci et je ne sais pas kwa faire franchement j’ai pas compris hein je viens juste de rpendre la maison ça me fatigue un peu",fallback
Franchement ça commence à m’inquiéter je voulais savoir parce que sur mon branchement actuel et ça devient compliqué pour moi je compte sur vous et aussi modifier les informations de mon abonnement,info_consommation_moyenne
bonsoir je veux arrêter mon contrta d’eau pouvez-vous m’aider on est plusieurs à la maison pourquoi ?,resiliation
expliquez moi comment obtenir l’eau pourquoi ? svp j’ai besoin d’aide et aussi de quels documents ai-je besoin pour faire un branchement,info_branchement
Honnêtement je suis un peu confus estc-e que vous pouvez m'expliquer svp aidez moi je veux savoir si mon dossier de branchement est en cours de traitement au niveau de mon secteur ici veuillez m’aider s’il vous plaît et aussi bonsoir je voudrais installer un compteur d’eau dans ma maison à lomé pouvez-vous m’aider à lancer la procédure,suivi_demande_branchement
"Chef, y a un problème ici chez nous franchement expliquez moi la procédure de branchement depuis hier soir ça me fatigue un peu",info_branchement
"Bonsoir, je voulais juste comprendre quelque chose rapidement je voulais savoir je souhaite avoir une idée claire du coût de l’eau pour une consommation normale dans un foyer parce que dans notre quartier ici à Tokoin et ça devient compliqué pour moi merci hein",info_tarif
Je viens ’demménager et je ne comprends pas encore tout je voulais savoir débit d’eau très faible parce que je viens d’emménager ici et ça devient compliqué pour moi et aussi piece pour rareter contrat,signaler_basse_pression
Je vines d’emménager et je ne comprends pas encore tout je voulais savoir de quels doucments ai-je besoin pour faire un branchement parce que dans ma concession et ça devient compliqué pour moi,documents_branchement
"Salut, je voulais me renseigner sur quelque chose franchement je souhaite reprendre mon abonnement et j’aimerais connaître la procédure à suivre chez moi avec ma famille ça me fatigue un peu merci beaucoup",info_reabonnement
Franchement je ne comprends pas comment ça fonctionne franchement eau sale qui sort du robinet chez moi à Adidogomé depuis ce matin ça me fatigue un peu aidez-moi svp,signaler_eau_sale
vous travaillez jusqu’à quelle heure sur mon branchement actuel pourquoi ? et aussi bonjour je voudrais connaître la liste des documents nécessaires pour faire un réabonnement d’eau après une coupure,horaire_agence
demande de vérification de faisabilité de raccordement,eligibilite_branchement
possibilité de raccordement au réseau de la société togolaise des eaux dans ma concession pourquoi ? veuillez m’aider s’il vous plaît,eligibilite_branchement
et aussi comment faire pour vous joindre,eligibilite_branchement
"Bonjour, xecusez-moi de vous déranger mais j’ai une question eske que vous pouvez m'expliquer je souhaite signaler un problème de qualité de l’eau dans mon quartier on est plusieurs à la maison je compte sur vous",signaler_eau_sale
"Bonjour, excusez-moi de vous déranger mais j’ai une question franchement franchement je veux savoir si ma consommation est normale dans un foyer avec plusieurs enfants ça me aftigue un peu merci d’avance",info_consommation_moyenne
bonsoir l’eau est trouble dans mon quartier et ça m’inquiète dans mon quartier à Lomé depuis quelques jours pourquoi ? svp j’ai besoin d’aide et aussi je veux un contact tde,signaler_eau_sale
"Bonjour, j’auaris besoin d’un renseignement s’il vous plaît est-ce que vous pouvez m'expliquer quels documents pr un branchement chez moi à adidogmoé on est plusieurs à la maison je vous remercie et aussi l’eau ne donne pas confiance",documents_branchement
"Salut, je voulais me renseigner sur quelque chose franchement je souhaite des conseils pour meiux gérer ma consommation d’eau dans la zone où j’habite actuellement ça me fatigue un peu je compte sur vous",conseil_consommation
Honnêtement je suis un peu confus je voulais savoir eligibilite branchement eau parce que dans ma concession et ça devient compliqué pour moi merci d’avance et aussi demande de résiliation à la société togolaise des eaux,eligibilite_branchement
J’ai vraiment besoin d’une réponse rapide est-ce que vous pouvez m'expliquer bonjour il y a une fuite d’eau importante devant chez moi pouvez-vous intervenir ça fait plusieurs jours maintenant aidez-moi svp,signaler_fuite
franchement je suis un peu perdu j’aimerais comprendre combien coûte réellement l’eau chez vs pourquoi ? s’il vous plaît,info_tarif
quels papiers fournir à la tde pour aovir l’eau où l’eau ne coule presque pas pourquoi ? svp j’ai besoin d’aide,documents_branchement
Je reviens au pays et ’jessaie de comprendre le système est-ce que vs pouvez m'expliquer je veux une estimation des frais d’eau chez nous dans le quartier je compte sur vs,simulation_facture
quel est le prix de l’eau dans mon quartier acutellement pour une famille de 5 personnes pourquoi ?,info_tarif
j’ai pas compris hein,fallback
quels documents pour un branchement chez moi à adidogomé,documents_branchement
"Bonsoir, je voulais juste comprendre quelque chose rapidement eske que vous pouvez m'expliquer pourquoi je paie autant pour l’eau où la pression est très faible merci hein",info_tarif
Franchement ça commence à m’inuqiéter est-ce que vous pouvez m'expliquer où en est ma demande de branchement à adidogomé où la pression est très faible merci hein,suivi_demande_branchement
Ça devient compliqué pour moi en ce moment franchement c’est possible d’avoir l’eau où on a souvent des coupures ça me fatigue un peu merci hein,eligibilite_branchement
où en est mon dossier,suivi_demande_branchement
"Svp, j’ai un petit souci et je ne sais pas quoi faire franchement je veux réduire ma consommation d’eau depuis que je suis rentré à la maison ça me fatigue un peu s’il vous plaît et aussi ça ne correspond pas",conseil_consommation
Je viens d’emménager et je ne comprends pas encore tout est-ce que vous pouvez m'expliquer documents accessibles pour mon foeyr chez nous dans le quarteir,documents_generaux
"Chef, y a un problème ici chez nous je voulais savoir parce que dans la maison que je viens de louer et ça devient compliqué pour moi aidez-moi svp et aussi svp aidez moi ma facutre ne correspond pas à ma consommation",demande_branchement
Je vous écris pour avoir des informations préicses franchement franchement je veux anticiper mes dépenses pouvez-vous m’aider à simuler une facture d’eau on est environ 4 à utiliser l’eau ça me fatigue un peu,simulation_facture
Franchement ça commence à m’inquiéter franchement quelles sont les pièces justificatives pour une résiliation d’abonnement par rapport à mon abonnement actuel ça me fatigue un peu,documents_resiliation
C’est important pour moi d’avoir une solution je voulais savoir à peu près ça reivent à combien aprce que dans la zone où j’habite actuellement et ça devient compliqué pour moi merci d’avance,simulation_facture
comment entrer en contact avec la société togolaise des eaux depuis hier soir pourquoi ? merci d’avance,contact_service_client
Je suis vraiment fatigué de cette situation est-ce que vous pouvez m'expliquer ’leau ne coule plus chez nous ici là svp j’ai besoin d’aide,signaler_coupure
c quoi la societe des eau au togo dans mon quartier à Lomé pourquoi ?,info_generale_tde
Franchement ça commence à m’inquiéter est-ce que vous opuvez m'expliquer les étapes pour avoir l’eau nous sommes une grande famille ici svp et aussi on utilise combien d’eau,info_branchement
Je suis vraiment fatigué de cette situation eske que vs pouvez m'expliquer je veu resilier mon abonnement depuis hier soir merci hein,resiliation
je veux parlre d’autre chose et aussi quelles sont les étapes pour avoir l’eau dans mon quartier,fallback
je n’ai plus d’eau avec la tde depuis hier soir pourquoi ? s’il vous plaît,signaler_coupure
Franchement ça commence à m’inquiéter franchement je compren pa ma facture où l’eau ne coule presque pas ça me fatigue un peu je compte sur vs,reclamation_facture
S’il vs plaît c’est assez urgent dans mon cas est-ce que vous pouvez m'expliquer horaires bureau tde dans un foyer avec plusieurs enfants merci beaucoup,horaire_agence
franchement ça devient compliqué pour moi j’aimerais comprednre les prix de l’eau et commetn vous facturez,info_tarif
Je suis un peu perdu par rapport à tout ça est-ce que vous pouvez m'expliquer je veux fermer mon abonnement chez nous dans le quartier s’il vous plaît et aussi je veux parler à quelqu’un,resiliation
Franchement je ne comprends pas comment ça fonctionne franchement bonjour je souhaite faire une demande de branchement d’eau pour ma nouvelle maison et j’aimerais connaître les démarches à suivre dans ma zone de résidence ça me fatigue un peu merci,demande_branchement
Je viens d’emménager et je ne comprends pas encore tout je voulais savoir donnez moi votre numéro pacre que où on a souvent des coupures et ça devient compliqué pour moi je compte sur vs,contact_service_client
est-ce que la tde couvre mon quartier récemment j’ai commencé à remarquer ça pourquoi ? merci d’avance et aussi franchemnet je veux connaîrte vos horaires de travail,zone_couverture
je veu autre chose,fallback
"Bonsoir, je vous contacte parce que j’ai une préoccupation estc-e que vous pouvez m'expliquer bonjour l’eau qui sort de mon robinet est sale pouvez-vous vérifier ça dure depuis un bon moment s’il vous plaît",signaler_eau_sale
Je reviens au pays et j’essaie de comprendre le système est-ce que vous pouvez m'expliquer ma zone est-elle éligible chez moi où la pression est très faible depuis plusieurs jours,eligibilite_branchement
"S’il vous plaît, pouvez-vous m’aider à comprendre je voulais savoir svp aidez moi à saovir si ma zone est couverte aprce que dans notre quartier ici à Tokoin et ça devient compliqué pr moi merci hein",zone_couverture
"Bonjour, excusez-moi de vous déranger mais j’ai une question est-ce que vs pouvez m'expliquer tu peux m’aider sur autre chose pour ma maison aidez-moi svp",fallback
"Salut, je voulais me renseigner sur quelque chose est-ce que vous pouvez m'expliquer svp aidez moi je veux préparer mon dossier pour réabonnement et savoir quels documents sont demandés chez moi où la rpession est très faible depuis plusieurs jours veuillez m’aider s’il vous plaît",documents_reabonnement
"Svp, j’ai un petit souci et je ne sais pas kwa faire franchement svp l’eau est trouble chez moi et je ne peux pas l’utiliser pr une famille de 5 personnse ça me fatigue un peu aidez-moi svp et aussi où en est ma demande de branchement à adidogomé",signaler_eau_sale
je ne veu plus de leau dans la zone où je viens d’emménagre pourquoi ? s’il vous plaît,resiliation
"S’il vs plaît, pouvez-vous m’aider à comprendre eske que vous pouvez m'expliquer quel dossier dois-je préparer pr un raccordement pour une famille de 5 personnes svp",documents_branchement
Je suis vraiment fatigué de cette situation franchement pour mon habitation principale ça me fatigue un peu je vous remercie,demande_branchement
"On souffre un peu ici, j’aimerais comprendre est-ce que vous pouvez m'expliquer je souahite connaître les zones de couverture de la tde pour une famille de 5 personnes je compte sur vous",zone_couverture
quartier desservi o là où je suis actuellement pourquoi ? aidez-moi svp et aussi,zone_couverture
Ça devient compliqué pour moi en ce moment eske que vous pouvez m'expliquer franchement je comprends rien pour mon habitation principale,fallback
numéro service client dans la zone où je viens d’emménager pourquoi ? je compte sur vous,contact_service_client
l’eau ne sort pas bien ça fait pulsieurs jours maintenant pourquoi ? merci,signaler_basse_pression
Ça devient compliqué pour moi en ce moment franhcement franchement il y a beaucoup d’eau qui se perd à cause d’une fuite près de chez moi chez moi à Adidogomé depuis ce matin ça me fatigue un peu je vs remercie et aussi est-ce que vous êtes dans ma zone,signaler_fuite
Je viens d’emménager et je ne comprends pas encore tout je voulais savoir liste des pièces pour érsiliation parce que je viens juste de prendre la maison et ça devient compliqué pour moi pardon pour le dérangement et aussi svp pouvez-vous me dire quels papiers sont nécessaires pour constituer un dossier de raccordement à l’eau,documents_resiliation
S’il vous plaît c’est assez urgent dans mon cas est-ce que vs pouvez m'expliquer zones desservies par la société togolaise des eaux pour ma maison je compte sur vous et aussi fermer mon compteur à la société togolaise des eaux,zone_couverture
est-ce que vous pouevz m'expliquer où en est mon dossier à la société togolaise des eaux dans ma nouvelle maison merci,suivi_demande_branchement
"Bonjour, excusez-moi de vous déranger mais j’ai une question je voulais savoir je veux réucpérer un justificatif parce que chez moi même ici et ça devient compliqué pr moi je vous remercie",demande_document
Je vous écris pour avoir des informations précises est-ce que vous pouvez m'expliquer franchement je veux savoir si je peux avoir l’eau ici avant de faire une edmande dans ma concession merci hein,eligibilite_branchement
J’aimerais bien avoir des explications claires franchement expliker moi la facturation de leau on est environ 4 à utiliser l’eau ça me fatigue un peu merci beaucoup et aussi eligibilite branchement eau,info_tarif
Je suis onuveau dans la zone et j’ai quelques questions je voulais savoir bonjour je voudrais avoir une estimation de ma facture d’eau pr un foyer moyen afin de mieux prévoir mes dépenses mensuelles parce que là où je suis actuellement et ça devient compliqué pour moi,simulation_facture
J’aimerais bien vaoir des explications claires je voulais savoir vous pouvez m’expliquer votre organisation parce que dans mon quartier à Lomé et ça devient compliqué pour moi merci d’avance,info_generale_tde
bonjour je voudrais obtenir un document officiel concernant mon abonnement d’eau au niveau de mon secteur ici pourquoi ? merci d’avance,demande_document
je souhaite suivre ma demande de branchement pour savoir si elle est en cours de traitement chez moi même ici pourquoi ? pardon pour le dérangement,suivi_demande_branchement
eske que vous pouvez m'expliquer je peux vous appeler où l’eau est un peu sale je compte sur vous,contact_service_client
Je reviens au pays et j’essaie de comprendre le système rfanchement quels papiers il faut déposer pour stopper l’abonnement par rapport à mon abonnement actuel ça me fatigue un peu je compte sur vous,documents_resiliation
J’aimerais bien avoir des explications claires franchement c’est combien l’eua en moyenne chez moi avec ma famille ça me fatigue un peu emrci beaucoup,info_consommation_moyenne
Honnêtement je suis un peu confus est-ce que vous pouvez m'expliquer pour une consommation moyenne combien coûte la facture d’eau dans mon foyer je vs remercie et aussi je peux pasesr quand,simulation_facture
"Grand, j’ai un souci avec ça là je voulais savoir où en est ma demande faite pour mon terrian parce que depius ce matin et ça devient compliqué pour moi svp",suivi_demande_branchement
je ne comprends pas cette facture là,reclamation_facture
Honnêtement je suis un peu confus franchement comment contacter la tde chez moi où la pression est très faible depuis plusieurs jours ça me fatigue un peu veuillez m’aider s’il vous plaît et aussi vous êtes uoverts,contact_service_client
Franchement je ne comprends pas comment ça fonctionne je voulais savoir je veux savoir combien je vais payer dans mon foyer cahque mois parce que dans la zone où je viens d’emménager et ça devient compliqué pr moi merci,simulation_facture
"Bonsoir, je vous contacte parce que j’ai une préoccupation je voulais savoir liste des document pour reabonnement parce que dans la zone où j’habite actuellement et ça devient compliqué pour moi veuillez m’aider s’il vs plaît et aussi c’est comment on connecte une maison à l’eau",documents_reabonnement
"Bonjour, excusez-moi de vous déranger mais j’ai une question franchement ce’st combien l’eau ici à lomé récemment j’ai commencé à remarquer ça ça me fatigue un peu",info_tarif
je veux autre chose,fallback
"S’il vous plaît, pouvez-vous m’aider à comprendre est-ce que vous pouvez m'expliquer c’est combien l’eau en moyenne au niveau de l’installation d’eau pardon pour le dérangement",info_consommation_moyenne
C’est important pour moi d’avoir une solution franchement je veux résilier mon abonnement à la tde au niveau de mon sceteur ici ça me fatigue un peu svp j’ai besion d’aide et aussi bonjour l’eau coule très lentement chez moi pouvez-vous vérifier la pression,resiliation
Ça devient compliqué pour moi en ce moment franchement l’eau sort du sol dans mon coin ici ça me fatigue un peu svp j’ai besoin d’aide,signaler_fuite
Franchement je ne comprends pas comment ça fonctionne franchement problème de canalisation avec fuite d’eau je viens d’emménager ici ça me fatigue un peu je compte sur vous,signaler_fuite
salut il y a de l’eau qui fuit devant chez moi pouvez-vous vérifier dans ma concession pourquoi ?,signaler_fuite
"On souffre un peu ici, j’aimerais comprendre est-ce que vous pouvez m'expliquer comment se réabonner à la tde je viens d’emménager ici merci beaucoup",info_reabonnement
Franchement ça commence à m’inquiéter franchement mettre ça à mon nom je reviens au pays récemment ça me fatigue un peu merci d’avance et aussi,modification_abonnement
comment contacter la tde au niveau de mon compteur pourquoi ? aidez-moi svp,contact_service_client
je suis prêt à faire la demande de branchement,demande_branchement
Franchement je ne comprends pas comment ça fonctionne franchement installer compteur chez moi possible pour une famille de 5 personnes ça me fatigue un peu svp,eligibilite_branchement
eske que vous pouvez m'epxliquer comment se apsse le branchement au niveau des robinets chez moi merci,info_branchement
je veux arrêter l’eau et aussi absence d’eau signalée à la société togolaise des eaux,resiliation
J’aimerais bien avoir des explications claires est-ce que vs pouvez m'expliquer problème de coupure d’eau avec la société togolaise des eaux,signaler_coupure
Franchement ça commence à m’inquiéter est-ce que vous pouvez m'expliqeur bonsoir ça peut paraitre simple mais je ne comprends pas bien votre rôle est-ce que vous pouvez m’expliquer clairement ce que fait la tde societe togolaise des eaux au quotidine je reviens au pays récemment merci hein,info_generale_tde
"Bonsoir, je vous contacte parce que j’ai une préoccupation est-ce que vous pouvez m'expliquer procédure de modification d’abonnement chez nous dans le quartier svp j’ai besoin d’aide",modification_abonnement
Je suis vraiment fatigué de cette situatoin eske que vous pouvez m'expliquer mauvaise qualité d’eau à la société togolaise des eaux pour ma maison merci beaucoup,signaler_eau_sale
quels papiers fournir à la tde pour avoir l’eau,documents_branchement
Je reviens au pays et j’essaie de comprendre le système je voulais savoir où contacter la tde parce que depuis quelques jours déjà et ça deivent compliqué pr moi je vous remercie,contact_service_client
Honnêtement je suis un peu confus est-ce que vous pouvze m'expliquer je souhaite faire une demande de document adminisrtatif depuis que je suis rentré à la maison et aussi je voudrais signaler une fuite d’eau qui dure depuis plusieurs heures,demande_document
Honnêtement je suis un peu confus franchement l’eau est bizarre ça fait plusieurs jours maintenant ça me fatigue un peu je vous remercie,signaler_eau_sale
Je reviens au pays et j’essaie de comprendre le système je voulais savoir franchement ma facture est élevée je veux savoir comment consommer moins d’eau parce que depuis ce matni et ça devient compliqué pr moi pardon pour le dérangement et aussi je souhaite savoir quels tpyes de documents je peux obtenir auprès de vos serviecs,conseil_consommation
"S’il vous plaît, pouvez-vous m’aider à comprendre franchement problème de canalisation avec fuite d’eau ça me fatigue un peu merci hein",signaler_fuite
où en est mon dossier depuis que je suis rentré à la maison pourquoi ? veuillez m’aider s’il vous plaît,suivi_demande_branchement
problème de coupure d’eau avec la société togolaise des eaux et aussi heures d’ouverture de la tde,signaler_coupure
ça ne correspond pas dans la maison que je viens de louer pourquoi ? et aussi heures de travail agence,reclamation_facture
je veux parler d’autre chose,fallback
J’ai vraiment besoin d’une réponse rapide franchement bonjour l’eau couel très lentement chez moi pouvez-vous vérifier la pression dans la maison que je viens de loeur ça me fatigue un peu merci hein,signaler_basse_pression
Ça fait plusieurs jours que j’ai un problème est-ce que vous pouvez m'expliquer je veux savoir à quoi sert la tde dans notre quotidien dans notre quartier ici à Tokoin je vous remercie,info_generale_tde
Franchement je ne comprends pas comment ça fonctionne franchemetn je veux connaître les prix de le’au où l’eua est un peu sale ça me fatigue un peu pardon pour le dérangement,info_tarif
Ça fait plusieurs jours que j’ai un problème je voulais savoir on dit tde tde mais vous faites kwa concrètement parce que et ça devient compliqué pour moi merci d’avance,info_generale_tde
J’ai vraiment bseoin d’une réponse rapide est-ce que vous pouvez m'expliquer signalement d’une o impropre à la consommation on est environ 4 à utiilser l’eau merci beaucoup,signaler_eau_sale
Je suis un peu perdu par rapport à tout ça je voulais savoir faible pression d’eau à adidogomé parce que ça fait plusieurs jours maintenant et ça devient compliqué pour moi merci hein,signaler_basse_pression
franchement je souhaite procéder à la résiliation de mon abonnement d’eau au niveau de mon compteur ça me fatigue un peu,resiliation
Je reviens au pays et j’essaie de comprendre le système je voulais savoir bjr je voudrais obtenir un document officiel concernant mon abonnement d’eau parce que où l’eau est un peu sale et ça devient compliqué pour moi merci et aussi je veux savoir comment réactiver mon compteur,demande_document
Je vous écris pour avoir des informations précises est-ce que vous pouvez m'expliquer je ne veux plus de l’eau là chez moi pardon pour le dérangement et aussi je peux avoir l’eau chez moi à lomé,resiliation
es-tce que vous pouvez m'expliquer svp aidze moi je veux changer les informations de mon compteur dans la maison que je veins de louer merci beaucoup,modification_abonnement
Je ne comprends pas trop ce qui se passe chez moi est-ce que vous pouvez m'expliquer changer nom compteur eau chez moi avec ma famille,modification_abonnement
S’il vous plaît c’est assez urgent dans mon cas je voulais savoir comment réactiver mon compteur chez moi parce que ça fait plusieurs jours maintenant et ça devient compliqué pr moi svp j’ai besoin d’aide,info_reabonnement
je doi fournir koi pr resilier sur toute l’installation dans la maison pourquoi ? pardon pour le dérangement,documents_resiliation
Franchement ça commence à m’inquiéter est-ce que vous pouvez m'expliquer pressoin faible dans mon quartier dans notre quartier ici à Tokoin s’il vous plaît,signaler_basse_pression
Je suis un peu perdu par rapport à tout ça je voulais savoir je trouve ma facture d’eua trop élevée parce que dans ma maison avec ma famille depuis hier et ça devient compliqué pr moi merci d’avance,reclamation_facture
Je ne comprends pas trop ce qui se passe chez moi est-ce que vous pouvez m'expliquer chaneg de usjet où l’eau est un peu sale merci d’avance,fallback
"Gran,d j’ai un souci avec ça là est-ce que vous pouvez m'expliquer comment apel tde dans la zone où je viens d’emménager merci hein et aussi combien eau famille",contact_service_client
je veux comprendre la tde et aussi dossier à constituer,info_generale_tde
Je suis un peu perdu par rapport à tout ça je voulais savoir signalement de faible pression à la société togolaise des eaux parce que dans mon quartier à Lomé et ça devient compliqué pour moi parodn pour le dérangement,signaler_basse_pression
Je viens d’emménager et je ne comprends pas encore tout franchement je voudrais savoir comment vous joindre en cas de problème au nvieau des robinets chez moi ça me ftaigue un peu merci hein,contact_service_client
C’est important pour moi d’avoir une solution je voulais savoir on fait comment pour brancher ’leau chez soi parce que au niveau des robinets chez moi et ça devient compliqué pr moi s’il vous plaît,info_branchement
comment vous jiondre là dans mon coin ici pourquoi ? merci hein,contact_service_client
comment éviter de gaspiller l’eau dans mon coin ici pourquoi ?,conseil_consommation
franchement je suis un peu perdu je veux savoir combien prévoir pour l’eau chaque mois dans mon foyer,simulation_facture
je veux prendre un papier chez vous chez moi à Adidogomé pourquoi ? s’il vs plîat et aussi leau sa coute combien,demande_document
C’est important pr moi d’avoir une solution franchement problème sur ma facture avec la société togolaise des eaux où l’eau ne coule presque pas ça me fatigue un peu merci d’avance,reclamation_facture
Ça devient compliqué pr moi en ce moment je ovulais savoir moyenne eau tde parce que chez moi à Adidogomé depuis ce matin et ça devient compliqué pr moi aidez-moi svp,info_consommation_moyenne
Je ne comprends pas trop ce qui se passe chez moi je ovulais savoir installer compteur chez moi possible parce que depuis hier soir et ça devient compliqué pour moi s’il vous plaît et aussi,eligibilite_branchement
tuyau percer eau,signaler_fuite
est-ce que vous pouvez m'expliquer heures d’ouverture adidogomé dans la zone où j’habite actuellement s’il vs plaît,horaire_agence
Honnêtement je suis un peu confus je voulais savoir si on est 4 à la maison combien on peut payer parce que dans la zone où j’habite actuellement et ça devient compliqéu pour moi,simulation_facture
Ça fait plusieurs jours que j’ai un problème franchement éligibilité branchement à adidogomé dans mon quartier à Lomé depuis quelques jours ça me fatigue un peu merci d’avance et aussi la moyenne d’eau c’est combien,eligibilite_branchement
J’aimerais bien avoir des explications claires je voulais savoir quantité d’eau utilisée par mois parce que dans la maison que je viens de louer et ça devient compliqué pour moi merci hein,info_consommation_moyenne
franchement on ne peut pas boire cette eau chez moi où la pression est très faible depuis plusieurs jours ça me fatigue un peu je compte sur vs et aussi joindre agent tde,signaler_eau_sale
