text,intent,service,response,guide,entities
"Bonjour, je vous contacte car depuis hier il n'y a plus d'eau du tout dans mon quartier à Adidogomé, pouvez-vous vérifier s'il y a une panne ?",signaler_coupure,Technique,Réponse automatique générée.,,lieu=Adidogomé
"Bonjour, je vous contacte car depuis hier il n'y a plus d'eau du tout dans mon quartier à Agoè, pouvez-vous vérifier s'il y a une panne ?",signaler_coupure,Technique,Réponse automatique générée.,,lieu=Agoè
"Bonjour, je vous contacte car depuis hier il n'y a plus d'eau du tout dans mon quartier à Adidogomé, pouvez-vous vérifier s'il y a une panne ?",signaler_coupure,Technique,Réponse automatique générée.,,lieu=Adidogomé
"Bonjour, je vous contacte car depuis hier il n'y a plus d'eau du tout dans mon quartier à Lomé, pouvez-vous vérifier s'il y a une panne ?",signaler_coupure,Technique,Réponse automatique générée.,,lieu=Lomé
"Bonjour, je vous contacte car depuis hier il n'y a plus d'eau du tout dans mon quartier à Lomé, pouvez-vous vérifier s'il y a une panne ?",signaler_coupure,Technique,Réponse automatique générée.,,lieu=Lomé
"Bonjour, je vous contacte car depuis hier il n'y a plus d'eau du tout dans mon quartier à Adidogomé, pouvez-vous vérifier s'il y a une panne ?",signaler_coupure,Technique,Réponse automatique générée.,,lieu=Adidogomé
"Bonjour, je vous contacte car depuis hier il n'y a plus d'eau du tout dans mon quartier à Agoè, pouvez-vous vérifier s'il y a une panne ?",signaler_coupure,Technique,Réponse automatique générée.,,lieu=Agoè
"Bonjour, je vous contacte car depuis hier il n'y a plus d'eau du tout dans mon quartier à Kegue, pouvez-vous vérifier s'il y a une panne ?",signaler_coupure,Technique,Réponse automatique générée.,,lieu=Kegue
"Bonjour, je vous contacte car depuis hier il n'y a plus d'eau du tout dans mon quartier à Lomé, pouvez-vous vérifier s'il y a une panne ?",signaler_coupure,Technique,Réponse automatique générée.,,lieu=Lomé
"Bonjour, je vous contacte car depuis hier il n'y a plus d'eau du tout dans mon quartier à Kegue, pouvez-vous vérifier s'il y a une panne ?",signaler_coupure,Technique,Réponse automatique générée.,,lieu=Kegue
"Bonjour, je vous contacte car depuis hier il n'y a plus d'eau du tout dans mon quartier à Kegue, pouvez-vous vérifier s'il y a une panne ?",signaler_coupure,Technique,Réponse automatique générée.,,lieu=Kegue
"Bonjour, je vous contacte car depuis hier il n'y a plus d'eau du tout dans mon quartier à Adidogomé, pouvez-vous vérifier s'il y a une panne ?",signaler_coupure,Technique,Réponse automatique générée.,,lieu=Adidogomé
"Bonjour, je vous contacte car depuis hier il n'y a plus d'eau du tout dans mon quartier à Kegue, pouvez-vous vérifier s'il y a une panne ?",signaler_coupure,Technique,Réponse automatique générée.,,lieu=Kegue
"Bonjour, je vous contacte car depuis hier il n'y a plus d'eau du tout dans mon quartier à Tsévié, pouvez-vous vérifier s'il y a une panne ?",signaler_coupure,Technique,Réponse automatique générée.,,lieu=Tsévié
"Bonjour, je vous contacte car depuis hier il n'y a plus d'eau du tout dans mon quartier à Aného, pouvez-vous vérifier s'il y a une panne ?",signaler_coupure,Technique,Réponse automatique générée.,,lieu=Aného
"Bonjour, je vous contacte car depuis hier il n'y a plus d'eau du tout dans mon quartier à Tsévié, pouvez-vous vérifier s'il y a une panne ?",signaler_coupure,Technique,Réponse automatique générée.,,lieu=Tsévié
"Bonjour, je vous contacte car depuis hier il n'y a plus d'eau du tout dans mon quartier à Tsévié, pouvez-vous vérifier s'il y a une panne ?",signaler_coupure,Technique,Réponse automatique générée.,,lieu=Tsévié
"Bonjour, je vous contacte car depuis hier il n'y a plus d'eau du tout dans mon quartier à Tsévié, pouvez-vous vérifier s'il y a une panne ?",signaler_coupure,Technique,Réponse automatique générée.,,lieu=Tsévié
"Bonjour, je vous contacte car depuis hier il n'y a plus d'eau du tout dans mon quartier à Kegue, pouvez-vous vérifier s'il y a une panne ?",signaler_coupure,Technique,Réponse automatique générée.,,lieu=Kegue
"Bonjour, je vous contacte car depuis hier il n'y a plus d'eau du tout dans mon quartier à Tsévié, pouvez-vous vérifier s'il y a une panne ?",signaler_coupure,Technique,Réponse automatique générée.,,lieu=Tsévié
"Bonjour, je vous contacte car depuis hier il n'y a plus d'eau du tout dans mon quartier à Kegue, pouvez-vous vérifier s'il y a une panne ?",signaler_coupure,Technique,Réponse automatique générée.,,lieu=Kegue
"Bonjour, je vous contacte car depuis hier il n'y a plus d'eau du tout dans mon quartier à Agoè, pouvez-vous vérifier s'il y a une panne ?",signaler_coupure,Technique,Réponse automatique générée.,,lieu=Agoè
"Bonjour, je vous contacte car depuis hier il n'y a plus d'eau du tout dans mon quartier à Lomé, pouvez-vous vérifier s'il y a une panne ?",signaler_coupure,Technique,Réponse automatique générée.,,lieu=Lomé
"Bonjour, je vous contacte car depuis hier il n'y a plus d'eau du tout dans mon quartier à Kegue, pouvez-vous vérifier s'il y a une panne ?",signaler_coupure,Technique,Réponse automatique générée.,,lieu=Kegue
"Bonjour, je vous contacte car depuis hier il n'y a plus d'eau du tout dans mon quartier à Kegue, pouvez-vous vérifier s'il y a une panne ?",signaler_coupure,Technique,Réponse automatique générée.,,lieu=Kegue
"Bonjour, je vous contacte car depuis hier il n'y a plus d'eau du tout dans mon quartier à Adidogomé, pouvez-vous vérifier s'il y a une panne ?",signaler_coupure,Technique,Réponse automatique générée.,,lieu=Adidogomé
"Bonjour, je vous contacte car depuis hier il n'y a plus d'eau du tout dans mon quartier à Kegue, pouvez-vous vérifier s'il y a une panne ?",signaler_coupure,Technique,Réponse automatique générée.,,lieu=Kegue
"Bonjour, je vous contacte car depuis hier il n'y a plus d'eau du tout dans mon quartier à Lomé, pouvez-vous vérifier s'il y a une panne ?",signaler_coupure,Technique,Réponse automatique générée.,,lieu=Lomé
"Bonjour, je vous contacte car depuis hier il n'y a plus d'eau du tout dans mon quartier à Tsévié, pouvez-vous vérifier s'il y a une panne ?",signaler_coupure,Technique,Réponse automatique générée.,,lieu=Tsévié
"Je tiens à signaler une fuite importante d'eau en pleine rue à Kegue, cela risque d'inonder les environs si rien n'est fait rapidement.",signaler_fuite,Technique,Réponse automatique générée.,,lieu=Kegue
"Je tiens à signaler une fuite importante d'eau en pleine rue à Lomé, cela risque d'inonder les environs si rien n'est fait rapidement.",signaler_fuite,Technique,Réponse automatique générée.,,lieu=Lomé
"Je tiens à signaler une fuite importante d'eau en pleine rue à Kegue, cela risque d'inonder les environs si rien n'est fait rapidement.",signaler_fuite,Technique,Réponse automatique générée.,,lieu=Kegue
"Je tiens à signaler une fuite importante d'eau en pleine rue à Tsévié, cela risque d'inonder les environs si rien n'est fait rapidement.",signaler_fuite,Technique,Réponse automatique générée.,,lieu=Tsévié
"Je tiens à signaler une fuite importante d'eau en pleine rue à Agoè, cela risque d'inonder les environs si rien n'est fait rapidement.",signaler_fuite,Technique,Réponse automatique générée.,,lieu=Agoè
"Je tiens à signaler une fuite importante d'eau en pleine rue à Adidogomé, cela risque d'inonder les environs si rien n'est fait rapidement.",signaler_fuite,Technique,Réponse automatique générée.,,lieu=Adidogomé
"Je tiens à signaler une fuite importante d'eau en pleine rue à Aného, cela risque d'inonder les environs si rien n'est fait rapidement.",signaler_fuite,Technique,Réponse automatique générée.,,lieu=Aného
"Je tiens à signaler une fuite importante d'eau en pleine rue à Adidogomé, cela risque d'inonder les environs si rien n'est fait rapidement.",signaler_fuite,Technique,Réponse automatique générée.,,lieu=Adidogomé
"Je tiens à signaler une fuite importante d'eau en pleine rue à Aného, cela risque d'inonder les environs si rien n'est fait rapidement.",signaler_fuite,Technique,Réponse automatique générée.,,lieu=Aného
"Je tiens à signaler une fuite importante d'eau en pleine rue à Tsévié, cela risque d'inonder les environs si rien n'est fait rapidement.",signaler_fuite,Technique,Réponse automatique générée.,,lieu=Tsévié
"Je tiens à signaler une fuite importante d'eau en pleine rue à Aného, cela risque d'inonder les environs si rien n'est fait rapidement.",signaler_fuite,Technique,Réponse automatique générée.,,lieu=Aného
"Je tiens à signaler une fuite importante d'eau en pleine rue à Adidogomé, cela risque d'inonder les environs si rien n'est fait rapidement.",signaler_fuite,Technique,Réponse automatique générée.,,lieu=Adidogomé
"Je tiens à signaler une fuite importante d'eau en pleine rue à Adidogomé, cela risque d'inonder les environs si rien n'est fait rapidement.",signaler_fuite,Technique,Réponse automatique générée.,,lieu=Adidogomé
"Je tiens à signaler une fuite importante d'eau en pleine rue à Aného, cela risque d'inonder les environs si rien n'est fait rapidement.",signaler_fuite,Technique,Réponse automatique générée.,,lieu=Aného
"Je tiens à signaler une fuite importante d'eau en pleine rue à Agoè, cela risque d'inonder les environs si rien n'est fait rapidement.",signaler_fuite,Technique,Réponse automatique générée.,,lieu=Agoè
"Je tiens à signaler une fuite importante d'eau en pleine rue à Tsévié, cela risque d'inonder les environs si rien n'est fait rapidement.",signaler_fuite,Technique,Réponse automatique générée.,,lieu=Tsévié
"Je tiens à signaler une fuite importante d'eau en pleine rue à Lomé, cela risque d'inonder les environs si rien n'est fait rapidement.",signaler_fuite,Technique,Réponse automatique générée.,,lieu=Lomé
"Je tiens à signaler une fuite importante d'eau en pleine rue à Kegue, cela risque d'inonder les environs si rien n'est fait rapidement.",signaler_fuite,Technique,Réponse automatique générée.,,lieu=Kegue
"Je tiens à signaler une fuite importante d'eau en pleine rue à Tsévié, cela risque d'inonder les environs si rien n'est fait rapidement.",signaler_fuite,Technique,Réponse automatique générée.,,lieu=Tsévié
"Je tiens à signaler une fuite importante d'eau en pleine rue à Lomé, cela risque d'inonder les environs si rien n'est fait rapidement.",signaler_fuite,Technique,Réponse automatique générée.,,lieu=Lomé
"Je tiens à signaler une fuite importante d'eau en pleine rue à Aného, cela risque d'inonder les environs si rien n'est fait rapidement.",signaler_fuite,Technique,Réponse automatique générée.,,lieu=Aného
"Je tiens à signaler une fuite importante d'eau en pleine rue à Aného, cela risque d'inonder les environs si rien n'est fait rapidement.",signaler_fuite,Technique,Réponse automatique générée.,,lieu=Aného
"Je tiens à signaler une fuite importante d'eau en pleine rue à Tsévié, cela risque d'inonder les environs si rien n'est fait rapidement.",signaler_fuite,Technique,Réponse automatique générée.,,lieu=Tsévié
"Je tiens à signaler une fuite importante d'eau en pleine rue à Tsévié, cela risque d'inonder les environs si rien n'est fait rapidement.",signaler_fuite,Technique,Réponse automatique générée.,,lieu=Tsévié
"Je tiens à signaler une fuite importante d'eau en pleine rue à Kegue, cela risque d'inonder les environs si rien n'est fait rapidement.",signaler_fuite,Technique,Réponse automatique générée.,,lieu=Kegue
"Je tiens à signaler une fuite importante d'eau en pleine rue à Lomé, cela risque d'inonder les environs si rien n'est fait rapidement.",signaler_fuite,Technique,Réponse automatique générée.,,lieu=Lomé
"Je tiens à signaler une fuite importante d'eau en pleine rue à Lomé, cela risque d'inonder les environs si rien n'est fait rapidement.",signaler_fuite,Technique,Réponse automatique générée.,,lieu=Lomé
"Je tiens à signaler une fuite importante d'eau en pleine rue à Kegue, cela risque d'inonder les environs si rien n'est fait rapidement.",signaler_fuite,Technique,Réponse automatique générée.,,lieu=Kegue
"Je tiens à signaler une fuite importante d'eau en pleine rue à Kegue, cela risque d'inonder les environs si rien n'est fait rapidement.",signaler_fuite,Technique,Réponse automatique générée.,,lieu=Kegue
"Je tiens à signaler une fuite importante d'eau en pleine rue à Aného, cela risque d'inonder les environs si rien n'est fait rapidement.",signaler_fuite,Technique,Réponse automatique générée.,,lieu=Aného
"Je tiens à signaler une fuite importante d'eau en pleine rue à Agoè, cela risque d'inonder les environs si rien n'est fait rapidement.",signaler_fuite,Technique,Réponse automatique générée.,,lieu=Agoè
"Je tiens à signaler une fuite importante d'eau en pleine rue à Agoè, cela risque d'inonder les environs si rien n'est fait rapidement.",signaler_fuite,Technique,Réponse automatique générée.,,lieu=Agoè
"Je tiens à signaler une fuite importante d'eau en pleine rue à Kegue, cela risque d'inonder les environs si rien n'est fait rapidement.",signaler_fuite,Technique,Réponse automatique générée.,,lieu=Kegue
"Je tiens à signaler une fuite importante d'eau en pleine rue à Kegue, cela risque d'inonder les environs si rien n'est fait rapidement.",signaler_fuite,Technique,Réponse automatique générée.,,lieu=Kegue
"Je tiens à signaler une fuite importante d'eau en pleine rue à Aného, cela risque d'inonder les environs si rien n'est fait rapidement.",signaler_fuite,Technique,Réponse automatique générée.,,lieu=Aného
"Je tiens à signaler une fuite importante d'eau en pleine rue à Tsévié, cela risque d'inonder les environs si rien n'est fait rapidement.",signaler_fuite,Technique,Réponse automatique générée.,,lieu=Tsévié
"Je tiens à signaler une fuite importante d'eau en pleine rue à Aného, cela risque d'inonder les environs si rien n'est fait rapidement.",signaler_fuite,Technique,Réponse automatique générée.,,lieu=Aného
"Je tiens à signaler une fuite importante d'eau en pleine rue à Adidogomé, cela risque d'inonder les environs si rien n'est fait rapidement.",signaler_fuite,Technique,Réponse automatique générée.,,lieu=Adidogomé
"Je tiens à signaler une fuite importante d'eau en pleine rue à Lomé, cela risque d'inonder les environs si rien n'est fait rapidement.",signaler_fuite,Technique,Réponse automatique générée.,,lieu=Lomé
"Je tiens à signaler une fuite importante d'eau en pleine rue à Adidogomé, cela risque d'inonder les environs si rien n'est fait rapidement.",signaler_fuite,Technique,Réponse automatique générée.,,lieu=Adidogomé
"Je tiens à signaler une fuite importante d'eau en pleine rue à Agoè, cela risque d'inonder les environs si rien n'est fait rapidement.",signaler_fuite,Technique,Réponse automatique générée.,,lieu=Agoè
"Je tiens à signaler une fuite importante d'eau en pleine rue à Tsévié, cela risque d'inonder les environs si rien n'est fait rapidement.",signaler_fuite,Technique,Réponse automatique générée.,,lieu=Tsévié
"Je tiens à signaler une fuite importante d'eau en pleine rue à Tsévié, cela risque d'inonder les environs si rien n'est fait rapidement.",signaler_fuite,Technique,Réponse automatique générée.,,lieu=Tsévié
"Je tiens à signaler une fuite importante d'eau en pleine rue à Lomé, cela risque d'inonder les environs si rien n'est fait rapidement.",signaler_fuite,Technique,Réponse automatique générée.,,lieu=Lomé
"Je tiens à signaler une fuite importante d'eau en pleine rue à Agoè, cela risque d'inonder les environs si rien n'est fait rapidement.",signaler_fuite,Technique,Réponse automatique générée.,,lieu=Agoè
"Je tiens à signaler une fuite importante d'eau en pleine rue à Adidogomé, cela risque d'inonder les environs si rien n'est fait rapidement.",signaler_fuite,Technique,Réponse automatique générée.,,lieu=Adidogomé
"Je tiens à signaler une fuite importante d'eau en pleine rue à Aného, cela risque d'inonder les environs si rien n'est fait rapidement.",signaler_fuite,Technique,Réponse automatique générée.,,lieu=Aného
"Je tiens à signaler une fuite importante d'eau en pleine rue à Aného, cela risque d'inonder les environs si rien n'est fait rapidement.",signaler_fuite,Technique,Réponse automatique générée.,,lieu=Aného
"Je tiens à signaler une fuite importante d'eau en pleine rue à Lomé, cela risque d'inonder les environs si rien n'est fait rapidement.",signaler_fuite,Technique,Réponse automatique générée.,,lieu=Lomé
"Je tiens à signaler une fuite importante d'eau en pleine rue à Adidogomé, cela risque d'inonder les environs si rien n'est fait rapidement.",signaler_fuite,Technique,Réponse automatique générée.,,lieu=Adidogomé
"Je tiens à signaler une fuite importante d'eau en pleine rue à Adidogomé, cela risque d'inonder les environs si rien n'est fait rapidement.",signaler_fuite,Technique,Réponse automatique générée.,,lieu=Adidogomé
"Je tiens à signaler une fuite importante d'eau en pleine rue à Aného, cela risque d'inonder les environs si rien n'est fait rapidement.",signaler_fuite,Technique,Réponse automatique générée.,,lieu=Aného
"Je tiens à signaler une fuite importante d'eau en pleine rue à Lomé, cela risque d'inonder les environs si rien n'est fait rapidement.",signaler_fuite,Technique,Réponse automatique générée.,,lieu=Lomé
"Je tiens à signaler une fuite importante d'eau en pleine rue à Adidogomé, cela risque d'inonder les environs si rien n'est fait rapidement.",signaler_fuite,Technique,Réponse automatique générée.,,lieu=Adidogomé
"Je tiens à signaler une fuite importante d'eau en pleine rue à Tsévié, cela risque d'inonder les environs si rien n'est fait rapidement.",signaler_fuite,Technique,Réponse automatique générée.,,lieu=Tsévié
"Je tiens à signaler une fuite importante d'eau en pleine rue à Adidogomé, cela risque d'inonder les environs si rien n'est fait rapidement.",signaler_fuite,Technique,Réponse automatique générée.,,lieu=Adidogomé
"Je tiens à signaler une fuite importante d'eau en pleine rue à Agoè, cela risque d'inonder les environs si rien n'est fait rapidement.",signaler_fuite,Technique,Réponse automatique générée.,,lieu=Agoè
"Je tiens à signaler une fuite importante d'eau en pleine rue à Aného, cela risque d'inonder les environs si rien n'est fait rapidement.",signaler_fuite,Technique,Réponse automatique générée.,,lieu=Aného
"Je tiens à signaler une fuite importante d'eau en pleine rue à Adidogomé, cela risque d'inonder les environs si rien n'est fait rapidement.",signaler_fuite,Technique,Réponse automatique générée.,,lieu=Adidogomé
"Je tiens à signaler une fuite importante d'eau en pleine rue à Agoè, cela risque d'inonder les environs si rien n'est fait rapidement.",signaler_fuite,Technique,Réponse automatique générée.,,lieu=Agoè
"Je tiens à signaler une fuite importante d'eau en pleine rue à Aného, cela risque d'inonder les environs si rien n'est fait rapidement.",signaler_fuite,Technique,Réponse automatique générée.,,lieu=Aného
"Je tiens à signaler une fuite importante d'eau en pleine rue à Agoè, cela risque d'inonder les environs si rien n'est fait rapidement.",signaler_fuite,Technique,Réponse automatique générée.,,lieu=Agoè
"Je tiens à signaler une fuite importante d'eau en pleine rue à Aného, cela risque d'inonder les environs si rien n'est fait rapidement.",signaler_fuite,Technique,Réponse automatique générée.,,lieu=Aného
"Je tiens à signaler une fuite importante d'eau en pleine rue à Lomé, cela risque d'inonder les environs si rien n'est fait rapidement.",signaler_fuite,Technique,Réponse automatique générée.,,lieu=Lomé
"Je tiens à signaler une fuite importante d'eau en pleine rue à Tsévié, cela risque d'inonder les environs si rien n'est fait rapidement.",signaler_fuite,Technique,Réponse automatique générée.,,lieu=Tsévié
"Je tiens à signaler une fuite importante d'eau en pleine rue à Adidogomé, cela risque d'inonder les environs si rien n'est fait rapidement.",signaler_fuite,Technique,Réponse automatique générée.,,lieu=Adidogomé
"Je tiens à signaler une fuite importante d'eau en pleine rue à Agoè, cela risque d'inonder les environs si rien n'est fait rapidement.",signaler_fuite,Technique,Réponse automatique générée.,,lieu=Agoè
"Je tiens à signaler une fuite importante d'eau en pleine rue à Adidogomé, cela risque d'inonder les environs si rien n'est fait rapidement.",signaler_fuite,Technique,Réponse automatique générée.,,lieu=Adidogomé
"Je tiens à signaler une fuite importante d'eau en pleine rue à Tsévié, cela risque d'inonder les environs si rien n'est fait rapidement.",signaler_fuite,Technique,Réponse automatique générée.,,lieu=Tsévié
"Je tiens à signaler une fuite importante d'eau en pleine rue à Lomé, cela risque d'inonder les environs si rien n'est fait rapidement.",signaler_fuite,Technique,Réponse automatique générée.,,lieu=Lomé
"Depuis quelques jours à Adidogomé, la pression de l'eau est très faible, au point que nos appareils ne fonctionnent plus correctement.",signaler_basse_pression,Technique,Réponse automatique générée.,,lieu=Adidogomé
"Depuis quelques jours à Kegue, la pression de l'eau est très faible, au point que nos appareils ne fonctionnent plus correctement.",signaler_basse_pression,Technique,Réponse automatique générée.,,lieu=Kegue
"Depuis quelques jours à Aného, la pression de l'eau est très faible, au point que nos appareils ne fonctionnent plus correctement.",signaler_basse_pression,Technique,Réponse automatique générée.,,lieu=Aného
"Depuis quelques jours à Lomé, la pression de l'eau est très faible, au point que nos appareils ne fonctionnent plus correctement.",signaler_basse_pression,Technique,Réponse automatique générée.,,lieu=Lomé
